,name,population
4893,White Meadow Lake,8836
4894,Milford,8835
4895,Riverside,8835
4896,Conning Towers-Nautilus Park,8834
4897,New Albany,8830
4898,Waterford,8824
4899,Garrison,8823
4900,Whippany,8822
4901,New Richmond,8821
4902,Lake Villa,8821
4903,Maysville,8819
4904,Plainedge,8817
4905,Tuskegee,8817
4906,Booneville,8816
4907,Cresskill,8812
4908,Cloverdale,8811
4909,‘Āhuimanu,8810
4910,Picnic Point,8809
4911,Dunn Loring,8803
4912,Itasca,8798
4913,Miles City,8796
4914,Collingdale,8792
4915,Delta,8791
4916,Lapeer,8790
4917,Franklin,8787
4918,Columbus,8783
4919,Woodway,8777
4920,Incline Village,8777
4921,East York,8777
4922,Orosi,8770
4923,Edgewood,8769
4924,Meadowbrook,8769
4925,Clinton,8767
4926,Andover,8762
4927,Saint Stephens,8759
4928,Rotonda West,8759
4929,Fuller Heights,8758
4930,Gig Harbor,8753
4931,Thief River Falls,8752
4932,Marathon,8750
4933,Leisure World,8749
4934,Cape Saint Claire,8747
4935,Barre,8746
4936,Anderson Mill,8744
4937,Oxford,8742
4938,Woodmoor,8741
4939,Poteau,8732
4940,Audubon,8730
4941,West Athens,8729
4942,Wharton,8726
4943,Socorro,8722
4944,Mentone,8720
4945,Cortez,8715
4946,Wagoner,8713
4947,Moundsville,8710
4948,Pryor,8708
4949,Pine Lake Park,8707
4950,Flowood,8705
4951,Orange Park,8702
4952,Asbury Lake,8700
4953,Park Hills,8692
4954,Murphy,8690
4955,Farmingdale,8688
4956,Redlands,8685
4957,Blacklick Estates,8682
4958,Seabrook,8679
4959,Lacombe,8679
4960,Rodeo,8679
4961,Victoria,8676
4962,Clarendon Hills,8676
4963,East Franklin,8669
4964,Edgemere,8669
4965,Frostburg,8667
4966,Riverdale,8666
4967,Closter,8662
4968,Beaver Falls,8661
4969,Sellersburg,8659
4970,Greenville,8658
4971,Golden Hills,8656
4972,Westwood,8653
4973,Hampstead,8650
4974,Fort Stockton,8649
4975,Florence,8649
4976,Little Falls,8649
4977,Angola,8644
4978,East Grand Forks,8643
4979,Montague,8637
4980,Clinton,8637
4981,Hanover,8636
4982,Harwood Heights,8635
4983,Burlington,8633
4984,Monroe,8632
4985,Princeton,8626
4986,Old Orchard Beach,8624
4987,Citrus Springs,8622
4988,Bacliff,8619
4989,La Grange,8619
4990,Willowbrook,8613
4991,Palm Beach,8612
4992,Tuba City,8611
4993,Port Jervis,8609
4994,Bennettsville,8605
4995,Morrisville,8605
4996,Ladue,8597
4997,Fort Valley,8597
4998,Sallisaw,8596
4999,Napoleon,8595
5000,Alondra Park,8592
5001,Fort Bliss,8591
5002,Helotes,8591
5003,Chester,8588
5004,Virginia,8587
5005,Weare,8583
5006,Thompsonville,8577
5007,Mecca,8577
5008,Carencro,8575
5009,Des Peres,8572
5010,Southside,8572
5011,Malverne,8571
5012,Bonadelle Ranchos-Madera Ranchos,8569
5013,Carbondale,8566
5014,Kirby,8550
5015,Lowell,8549
5016,North Haledon,8548
5017,North Madison,8547
5018,Country Club Estates,8545
5019,Cold Springs,8544
5020,Linganore,8543
5021,Westwego,8542
5022,Calimesa,8542
5023,Richmond Heights,8541
5024,Winchester,8539
5025,Sunset Hills,8539
5026,Hōlualoa,8538
5027,Lake Park,8538
5028,Earlimart,8537
5029,Elsmere,8536
5030,Lincoln City,8536
5031,Live Oak,8531
5032,Aransas Pass,8530
5033,Signal Mountain,8528
5034,North Weeki Wachee,8524
5035,Alliance,8522
5036,Northfield,8521
5037,Temperance,8517
5038,Westlake Village,8507
5039,Bradford,8507
5040,Monson,8505
5041,Plymouth,8505
5042,Jefferson City,8504
5043,Corrales,8502
5044,Mystic Island,8493
5045,Clayton,8493
5046,Orrville,8491
5047,Franklin,8490
5048,Wakefield-Peacedale,8487
5049,Northridge,8487
5050,Midway City,8485
5051,Richmond Heights,8481
5052,Woodburn,8480
5053,Spotswood,8476
5054,Mount Rainier,8475
5055,North Elba,8474
5056,Tuscumbia,8474
5057,Gonzales,8473
5058,Freetown,8472
5059,Perkasie,8471
5060,Indian Harbour Beach,8471
5061,Jerseyville,8469
5062,Fairless Hills,8466
5063,Dormont,8465
5064,South Kensington,8462
5065,Hamilton Worcester,8460
5066,Kensington,8459
5067,Fallon,8458
5068,Elwood,8455
5069,Rossmoor,8453
5070,Cambridge,8451
5071,Haledon,8451
5072,Franklin,8450
5073,Beverly Hills,8445
5074,Greenville,8444
5075,Glens Falls North,8443
5076,Montvale,8442
5077,Alderwood Manor,8442
5078,Perry Heights,8441
5079,Boonton,8441
5080,Oak Grove,8439
5081,Fairview,8438
5082,Bryan,8436
5083,Yelm,8434
5084,Audubon,8433
5085,Mount Pleasant,8433
5086,Paris,8432
5087,Pineville,8429
5088,Mason,8427
5089,Charlestown,8421
5090,Millersville,8420
5091,Los Altos Hills,8419
5092,Barrington,8417
5093,Riverside,8416
5094,Birch Bay,8413
5095,Wyoming,8411
5096,Lansdowne,8409
5097,Lake Elmo,8406
5098,Hoquiam,8405
5099,Boonville,8403
5100,Bedminster,8402
5101,Gateway,8401
5102,Bogota,8400
5103,Perryville,8398
5104,Siler City,8396
5105,Highland Heights,8396
5106,Breaux Bridge,8395
5107,Harrodsburg,8394
5108,Rice Lake,8391
5109,August,8390
5110,Delavan,8389
5111,Guntersville,8385
5112,Glenside,8384
5113,Menominee,8382
5114,Runnemede,8381
5115,Bow Bog,8381
5116,Upper Saddle River,8379
5117,Sanatoga,8378
5118,Price,8378
5119,Floris,8375
5120,Tecumseh,8372
5121,Dalhart,8370
5122,Golden Valley,8370
5123,Mahopac,8369
5124,Saint Joseph,8365
5125,Lakes,8364
5126,Smithfield,8364
5127,Congers,8363
5128,Ocean Pointe,8361
5129,Bridgeport,8359
5130,Brockport,8357
5131,Wesley Chapel,8355
5132,Half Moon,8352
5133,Oberlin,8350
5134,Rio Vista,8348
5135,Johnstown,8345
5136,Tompkinsville,8343
5137,Skidaway Island,8341
5138,Hornell,8336
5139,Roxboro,8334
5140,Gering,8334
5141,Denison,8334
5142,Saint Marys,8332
5143,Fairview,8331
5144,Firebaugh,8330
5145,South Lockport,8324
5146,Folsom,8323
5147,Burtonsville,8323
5148,Hillsboro,8321
5149,Center Line,8320
5150,Fountain Inn,8317
5151,Absecon,8317
5152,Williston,8314
5153,Humboldt,8313
5154,Litchfield,8307
5155,Fort Mitchell,8306
5156,Bath,8305
5157,Naranja,8303
5158,North Bay Village,8302
5159,Ashland,8302
5160,Doylestown,8301
5161,Cedar Hills,8300
5162,Mayo,8298
5163,Shiprock,8295
5164,Cheviot,8295
5165,Arab,8295
5166,Pleasant Hill,8289
5167,Topanga,8289
5168,Sugarmill Woods,8287
5169,Little Cottonwood Creek Valley,8285
5170,Toccoa,8283
5171,Hobart,8283
5172,Lake Carmel,8282
5173,Oroville East,8280
5174,Blanchard,8280
5175,Seneca,8279
5176,Kings Grant,8278
5177,Black Mountain,8278
5178,Mākaha,8278
5179,Pike Road,8274
5180,Lewistown,8271
5181,Croton-on-Hudson,8269
5182,East Foothills,8269
5183,Bithlo,8268
5184,Charles Village,8267
5185,Athol,8265
5186,Hopkinton,8261
5187,Rapid Valley,8260
5188,Rolling Hills Estates,8258
5189,Fabens,8257
5190,Nevada,8253
5191,Claymont,8253
5192,Bellevue,8252
5193,Pleasant Hills,8252
5194,Elkhorn,8251
5195,Wood-Ridge,8249
5196,Conover,8248
5197,Castle Shannon,8235
5198,Bastrop,8231
5199,Vinton,8231
5200,Albion,8229
5201,Tremonton,8227
5202,Helena Valley Southeast,8227
5203,Saint Anthony,8226
5204,Fair Oaks,8225
5205,Sangaree,8220
5206,Spring Valley Lake,8220
5207,Boiling Springs,8219
5208,Oradell,8218
5209,Eaton,8217
5210,Kenilworth,8215
5211,Bloomingdale,8215
5212,Hooper,8214
5213,Heath,8211
5214,Kenton,8211
5215,McFarland,8209
5216,Pewaukee,8208
5217,Tanaina,8197
5218,Lincoln,8197
5219,Ketchikan,8197
5220,Oak Hills Place,8195
5221,Delmar,8195
5222,Kulpsville,8194
5223,Wynne,8193
5224,Grove City,8193
5225,Crete,8191
5226,Whitehouse,8189
5227,Triangle,8188
5228,Oak Grove,8183
5229,Ripley,8176
5230,Geneseo,8173
5231,Laurel,8171
5232,Farmville,8169
5233,Long Grove,8166
5234,Greenbriar,8166
5235,Bedminster,8165
5236,Monona,8164
5237,Hillsdale,8163
5238,Pismo Beach,8162
5239,Chestnut Ridge,8158
5240,Hillside,8155
5241,Trinidad,8153
5242,Fairdale,8148
5243,Oak Hill,8140
5244,Buxton,8136
5245,Hailey,8134
5246,Savoy,8133
5247,Diamondhead,8132
5248,Park City,8128
5249,London,8126
5250,Saint Rose,8122
5251,Abingdon,8119
5252,New Baltimore,8119
5253,Haiku-Pauwela,8118
5254,Mahtomedi,8116
5255,Wytheville,8115
5256,Brazil,8109
5257,Boulder Hill,8108
5258,Oakdale,8107
5259,Beebe,8106
5260,Warrenton,8106
5261,Baldwin Harbor,8102
5262,Richland Hills,8098
5263,Oak Brook,8091
5264,Perry,8089
5265,Charlestown,8088
5266,Flushing,8086
5267,Latrobe,8081
5268,Island Lake,8080
5269,Manhasset,8080
5270,Hillview,8080
5271,Brookhaven,8078
5272,West Livingston,8071
5273,Mount Joy,8071
5274,Northfield,8070
5275,South San Gabriel,8070
5276,West Frankfort,8067
5277,Spanish Fort,8065
5278,Ludington,8058
5279,New Square,8057
5280,Brentwood,8057
5281,Mahomet,8056
5282,Boston,8049
5283,Old Forge,8048
5284,Ephrata,8047
5285,West Gate,8046
5286,Union,8045
5287,Millis,8040
5288,Ashland,8040
5289,Alamo Heights,8038
5290,Raritan,8031
5291,Belgrade,8029
5292,South Beach,8029
5293,Briarcliff Manor,8028
5294,Londontowne,8018
5295,Bothell East,8018
5296,Marstons Mills,8017
5297,Rayne,8016
5298,Hastings-on-Hudson,8014
5299,York,8009
5300,Orono,8006
5301,Bellevue,8005
5302,West Haven-Sylvan,8001
5303,Davidsonville,8000
5304,West Long Branch,7994
5305,Wetumpka,7994
5306,Montrose,7993
5307,Grand Blanc,7993
5308,Dexter,7992
5309,Oak Grove,7989
5310,Cheat Lake,7988
5311,Wellington,7987
5312,Summit,7985
5313,Campbell,7982
5314,North Star,7980
5315,Newton,7979
5316,South Boston,7976
5317,Mascoutah,7975
5318,Blair,7975
5319,West Gate,7975
5320,White City,7975
5321,Oakdale,7974
5322,Houghton,7970
5323,Stayton,7969
5324,Senatobia,7963
5325,Hyrum,7962
5326,Hawthorn Woods,7961
5327,Conshohocken,7956
5328,Manvel,7950
5329,Caldwell,7948
5330,Downingtown,7946
5331,Mammoth Lakes,7946
5332,Maplewood,7945
5333,Four Corners,7945
5334,Francisville,7944
5335,Jefferson,7941
5336,Bridge City,7941
5337,Oak Grove,7937
5338,Cumberland Hill,7934
5339,Baxter,7934
5340,Carnegie,7931
5341,Ilion,7926
5342,Camp Hill,7923
5343,Waller,7922
5344,Broadview,7918
5345,Gold River,7912
5346,Sutherlin,7912
5347,Crestwood Village,7907
5348,Decorah,7907
5349,Colonie,7906
5350,Fairwood,7905
5351,Maryville,7902
5352,Holly Springs,7901
5353,Jersey Village,7900
5354,Wahpeton,7899
5355,Pike Creek,7898
5356,Lake Dallas,7892
5357,Wilmington Manor,7889
5358,Winnemucca,7887
5359,Plaistow,7885
5360,Helena Valley West Central,7883
5361,Skiatook,7880
5362,Dumbarton,7879
5363,Ivins,7876
5364,Kirtland,7875
5365,Mill Plain,7874
5366,Middletown,7874
5367,Olivette,7870
5368,Sans Souci,7869
5369,Antigo,7869
5370,Cushing,7867
5371,Saint Johns,7865
5372,Calumet Park,7865
5373,York,7864
5374,Marion,7861
5375,Cleveland,7858
5376,Ellsworth,7857
5377,Lake Purdy,7857
5378,Creston,7854
5379,Brooksville,7854
5380,Southwest Ranches,7852
5381,Temple Hills,7852
5382,Arcadia,7851
5383,Mount Vista,7850
5384,Kalifornsky,7850
5385,Gilford,7849
5386,Memphis,7848
5387,Greenville,7845
5388,Port Jefferson,7842
5389,Bridgewater,7841
5390,Sheboygan Falls,7840
5391,Port Jefferson Station,7838
5392,Fort Scott,7838
5393,Sandpoint,7835
5394,Quincy,7830
5395,Hartsville,7826
5396,Village Green-Green Ridge,7822
5397,Lexington,7822
5398,Fort Lupton,7822
5399,Canal Winchester,7818
5400,Plainville,7817
5401,Caribou,7816
5402,Webster City,7814
5403,Milan,7813
5404,Wyoming,7813
5405,Prien,7810
5406,Othello,7809
5407,Wellington,7807
5408,Garden City Park,7806
5409,Bernardsville,7801
5410,Star,7797
5411,Winslow,7794
5412,Donaldsonville,7792
5413,Grand Ledge,7791
5414,Crookston,7787
5415,Wilson,7781
5416,Lake Geneva,7778
5417,Lake Stickney,7777
5418,Summit Park,7775
5419,White Oak,7775
5420,Baldwinsville,7770
5421,Harrison,7769
5422,Murphysboro,7768
5423,Newport,7767
5424,Fort Riley North,7761
5425,Hales Corners,7759
5426,Three Rivers,7752
5427,Butner,7751
5428,Sanger,7747
5429,Ruidoso,7739
5430,Brevard,7735
5431,Saint Martin,7730
5432,Carl Junction,7729
5433,Scotia,7727
5434,River Oaks,7724
5435,Mukwonago,7721
5436,Dock Junction,7721
5437,Wading River,7719
5438,Fort Dix,7716
5439,Thousand Palms,7715
5440,Kennedale,7715
5441,Bloomingdale,7714
5442,Lynwood,7713
5443,Winsted,7712
5444,Hollis,7711
5445,Oakdale,7710
5446,Bridge City,7706
5447,Fern Park,7704
5448,Butler,7701
5449,Ripon,7700
5450,Celina,7697
5451,Emerson,7697
5452,Saint Johns,7690
5453,Monahans,7690
5454,Hollymead,7690
5455,Lampasas,7687
5456,Lander,7686
5457,Derby,7685
5458,Selah,7682
5459,South Beloit,7680
5460,West Helena,7679
5461,Sebastopol,7678
5462,Galliano,7676
5463,Fruitvale,7675
5464,Templeton,7674
5465,Duvall,7674
5466,Milton,7670
5467,Kenai,7661
5468,Glen Ridge,7660
5469,Dunbar,7659
5470,Southwood Acres,7657
5471,Woodlake,7654
5472,Pittston,7651
5473,Fanwood,7651
5474,Hubbard,7650
5475,Williamsburg,7646
5476,Ridgefield,7645
5477,Gilberts,7638
5478,Port Wentworth,7637
5479,Maple Glen,7635
5480,Halifax,7631
5481,Fair Plain,7631
5482,Robinson,7631
5483,Kronenwetter,7630
5484,Ojai,7627
5485,Fairfax,7626
5486,Easton,7625
5487,Hood River,7624
5488,Old Town,7624
5489,Morehead,7622
5490,Pebble Creek,7622
5491,Hitchcock,7621
5492,Jasper,7619
5493,Powdersville,7618
5494,Park City,7618
5495,Ellwood City,7617
5496,Pulaski,7617
5497,Evergreen,7616
5498,Shorewood,7614
5499,Sound Beach,7612
5500,West Boylston,7612
5501,Holly Springs,7610
5502,Brighton,7609
5503,Gettysburg,7608
5504,Bonner Springs,7606
5505,Yreka,7597
5506,DuBois,7597
5507,Acton,7596
5508,Princeton,7594
5509,Montpelier,7592
5510,Richfield,7592
5511,Berlin,7590
5512,Clear Lake,7590
5513,Manor,7587
5514,Seaford,7586
5515,Inverness,7583
5516,Fletcher,7582
5517,New Prague,7582
5518,Center Moriches,7580
5519,Sappington,7580
5520,McCook,7580
5521,Seffner,7579
5522,Willow Street,7578
5523,Dayton,7575
5524,Centerville,7575
5525,Pukalani,7574
5526,Northridge,7572
5527,St Johnsbury,7571
5528,Sandston,7571
5529,Meadow Lakes,7570
5530,Pasadena Hills,7570
5531,Catalina,7569
5532,Wilson,7564
5533,Hillcrest,7558
5534,Tiverton,7557
5535,Lamar,7555
5536,Country Club Estates,7555
5537,Orland,7550
5538,Corning,7548
5539,Murrells Inlet,7547
5540,River Rouge,7546
5541,Gonzales,7544
5542,Garnet,7543
5543,Yorkshire,7541
5544,Rathdrum,7538
5545,Waterboro,7532
5546,Rhinelander,7526
5547,Rockton,7525
5548,Auburn,7524
5549,Escalon,7523
5550,Seminole,7522
5551,Highlands,7522
5552,Chester Springs,7520
5553,Fort Lee,7520
5554,Herkimer,7519
5555,Waite Park,7517
5556,Green,7515
5557,Connellsville,7515
5558,Haddon Heights,7514
5559,Lancaster,7509
5560,Oak Island,7507
5561,Clewiston,7505
5562,Iron Mountain,7504
5563,Marengo,7503
5564,Ashland,7503
5565,Crystal City,7496
5566,Plymouth,7494
5567,Melrose Park,7492
5568,Silvis,7491
5569,Page,7490
5570,Oakland,7488
5571,Monessen,7483
5572,Saint Louis,7482
5573,South Berwick,7480
5574,Aurora,7477
5575,Navasota,7476
5576,Salem,7475
5577,Rockville,7474
5578,Swainsboro,7471
5579,Citrus Hills,7470
5580,Villa Hills,7468
5581,Fishersville,7462
5582,Sioux Center,7461
5583,Pembroke,7461
5584,LaFollette,7456
5585,Charles City,7455
5586,Palmyra,7451
5587,Seminole,7448
5588,Orting,7446
5589,Irondale,7446
5590,Nantucket,7446
5591,Cotati,7445
5592,Oak Grove,7444
5593,Twin Rivers,7443
5594,Mentor-on-the-Lake,7443
5595,Middletown,7441
5596,Lemoore Station,7438
5597,Pinson,7438
5598,Melissa,7436
5599,Lugoff,7434
5600,Gresham Park,7432
5601,Dunellen,7431
5602,Celebration,7427
5603,Round Lake Park,7426
5604,Calipatria,7424
5605,Mount Horeb,7421
5606,Independent Hill,7419
5607,Brattleboro,7414
5608,Joshua Tree,7414
5609,Fairlawn,7413
5610,Hatboro,7411
5611,Washington,7408
5612,Fair Oaks Ranch,7407
5613,Mexia,7406
5614,McGregor,7406
5615,Ormond-by-the-Sea,7406
5616,Midland Beach,7402
5617,Roanoke,7400
5618,Manhattan,7400
5619,Larose,7400
5620,Globe,7396
5621,West Dundee,7395
5622,Park City,7392
5623,Philadelphia,7391
5624,Chehalis,7391
5625,Northport,7390
5626,Corbin,7389
5627,Clinton,7389
5628,Cohasset,7388
5629,Glastonbury Center,7387
5630,Edgewater Park,7387
5631,Batesville,7385
5632,Felida,7385
5633,Dayton,7384
5634,Hughson,7384
5635,Sterling,7384
5636,Carneys Point,7382
5637,Payette,7380
5638,Northgate,7377
5639,Hampton,7372
5640,Sandwich,7366
5641,Quincy,7365
5642,Mansfield Center,7360
5643,Saint Augustine Shores,7359
5644,Canfield,7355
5645,Devils Lake,7351
5646,Bay Wood,7350
5647,Albertville,7345
5648,Murillo Colonia,7344
5649,Aberdeen,7343
5650,La Feria,7338
5651,Morrow,7338
5652,Hudson,7336
5653,Flatwoods,7335
5654,Collinsville,7335
5655,Nebraska City,7335
5656,Williston Park,7331
5657,Midland Park,7329
5658,Grandview Heights,7328
5659,Hudsonville,7324
5660,Laughlin,7323
5661,Altoona,7321
5662,Interlaken,7321
5663,Floresville,7321
5664,Woodlake,7319
5665,Middleborough Center,7319
5666,Guadalupe,7318
5667,Clarkston,7317
5668,Woodlawn,7317
5669,Wauseon,7316
5670,Jennings Lodge,7315
5671,Palmyra,7314
5672,Bloomfield,7314
5673,Riverdale Park,7305
5674,Harrison,7302
5675,Franklin,7302
5676,Livingston,7302
5677,New Cumberland,7295
5678,Fort Bragg,7289
5679,Buechel,7287
5680,Salem,7287
5681,Oceano,7286
5682,Hastings,7284
5683,Westmere,7284
5684,Forest City,7282
5685,Lincolnshire,7282
5686,Bermuda Dunes,7282
5687,Dry Run,7281
5688,Green Cove Springs,7277
5689,Mead,7275
5690,North Springfield,7274
5691,Piñon Hills,7272
5692,Neptune Beach,7269
5693,Odessa,7267
5694,Longboat Key,7266
5695,Westphalia,7266
5696,Ville Platte,7264
5697,Lexington,7262
5698,Napili-Honokowai,7261
5699,Madison,7258
5700,Strathmore,7258
5701,Tell City,7255
5702,New Dorp,7253
5703,Orland Hills,7249
5704,Knoxville,7248
5705,Homestead Meadows South,7247
5706,North Patchogue,7246
5707,Bryans Road,7244
5708,Smithville,7242
5709,Southport,7238
5710,Rockland,7237
5711,Sanibel,7236
5712,Summit View,7236
5713,Inverness,7233
5714,Osceola,7233
5715,Elkins,7226
5716,Beacon Square,7224
5717,Swanzey,7224
5718,Valley Center,7222
5719,Woodland Park,7222
5720,Saint Francis,7218
5721,Putnam,7214
5722,Leola,7214
5723,Mount Sterling,7208
5724,Mount Vernon,7208
5725,Mendota,7204
5726,Hiawatha,7199
5727,El Rio,7198
5728,Tyrone,7194
5729,Winooski,7193
5730,Pompano Beach Highlands,7192
5731,Hudson Falls,7191
5732,Kosciusko,7187
5733,Yardville,7186
5734,Makawao,7184
5735,Highland Heights,7183
5736,Delafield,7180
5737,Minnetrista,7178
5738,LaFayette,7173
5739,Pleasantville,7173
5740,Southgate,7173
5741,Glenolden,7173
5742,New London,7172
5743,Douglas,7168
5744,Seward,7167
5745,Atherton,7167
5746,Shamokin,7162
5747,Mills River,7162
5748,Pacific,7161
5749,Applewood,7160
5750,Kaufman,7156
5751,East Perrine,7156
5752,Heber Springs,7156
5753,Sausalito,7156
5754,East Hills,7155
5755,Pinehurst,7152
5756,Blandon,7152
5757,Belen,7152
5758,Demopolis,7148
5759,Catoosa,7146
5760,Keyport,7145
5761,Trumann,7145
5762,Gulf Hills,7144
5763,Madison Park,7144
5764,Marshfield,7138
5765,West Vero Corridor,7138
5766,Jessup,7137
5767,Mantua,7135
5768,Independence,7135
5769,Sullivan,7135
5770,Bonne Terre,7133
5771,Islamorada,7131
5772,Parkwood,7126
5773,Broadview Park,7125
5774,Pomona,7124
5775,Providence,7124
5776,Pacific,7123
5777,Fayetteville,7121
5778,Piedmont,7118
5779,Logan,7117
5780,Greenville,7116
5781,Cuero,7115
5782,Vandalia,7112
5783,Hempstead,7110
5784,Walled Lake,7110
5785,Austell,7107
5786,Venice Gardens,7104
5787,Village Saint George,7104
5788,Fort Belvoir,7100
5789,Los Serranos,7099
5790,Richland,7087
5791,Camden,7085
5792,Whitefish,7073
5793,West Glens Falls,7071
5794,University Park,7070
5795,New Paltz,7070
5796,Ponchatoula,7068
5797,Amory,7067
5798,Dayton,7063
5799,Fairfield,7063
5800,King,7059
5801,Mims,7058
5802,Kill Devil Hills,7058
5803,Russellville,7056
5804,Perry,7055
5805,Ocean City,7055
5806,Savage,7054
5807,Bellbrook,7053
5808,Georgetown,7051
5809,Milltown,7049
5810,Clinton,7048
5811,Pelham,7048
5812,Alta Sierra,7047
5813,Morehead,7045
5814,Marshall,7045
5815,Eden Isle,7041
5816,Benton,7041
5817,Crete,7037
5818,Ridley Park,7035
5819,Milton-Freewater,7035
5820,Winters,7034
5821,Lakes of the Four Seasons,7033
5822,Huntingdon,7029
5823,Westminster,7028
5824,Savannah,7027
5825,Mount Carmel,7027
5826,San Martin,7027
5827,Delphos,7023
5828,Huron,7022
5829,Withamsville,7021
5830,Baltimore Highlands,7019
5831,Stratford,7013
5832,Dalton,7012
5833,Pikeville,7012
5834,Lake Lorraine,7010
5835,Umatilla,7009
5836,Tolleson,7008
5837,Idabel,7007
5838,Nyack,7004
5839,Eagle Mountain,7003
5840,Tamalpais Valley,7000
5841,Eglin Village,7000
5842,Ione,7000
5843,North Portland,7000
5844,Tacony,7000
5845,Kenton,7000
5846,East End,6998
5847,Tallulah,6995
5848,Fairfield Glade,6989
5849,Fort Myers Beach,6983
5850,Orange Lake,6982
5851,North Sarasota,6982
5852,Kenwood,6981
5853,Roosevelt,6980
5854,Old Jefferson,6980
5855,Burton,6976
5856,Kingston,6974
5857,Valley Park,6974
5858,Middlebury,6974
5859,Linwood,6973
5860,South Weber,6971
5861,Freeland,6969
5862,Portage Lakes,6968
5863,Norwich,6968
5864,Cameron Park Colonia,6963
5865,Cameron Park,6963
5866,Archbald,6960
5867,Sturtevant,6960
5868,Dade City,6955
5869,Scappoose,6954
5870,La Junta,6951
5871,Bridgeport,6950
5872,Stratham Station,6949
5873,Black Jack,6947
5874,Etowah,6944
5875,Laurel,6943
5876,Sidney,6942
5877,Nolensville,6939
5878,Terrace Heights,6937
5879,Colonial Heights,6934
5880,Live Oak,6931
5881,Milton,6928
5882,Cortland,6927
5883,Rumson,6926
5884,Great Neck Plaza,6925
5885,Moapa Valley,6924
5886,Gypsum,6922
5887,Hickam Field,6920
5888,Robinwood,6918
5889,Saint Albans,6918
5890,Belle Plaine,6918
5891,Templeton,6918
5892,Galax,6914
5893,South Cleveland,6912
5894,Alta Sierra,6911
5895,Homeacre-Lyndora,6906
5896,Stratmoor,6900
5897,Litchfield,6897
5898,Oasis,6890
5899,Treasure Island,6887
5900,Mountainside,6885
5901,Lucas,6883
5902,Gorham,6882
5903,Aspen,6882
5904,Mount Ivy,6878
5905,Milford,6876
5906,Blackwell,6875
5907,Lantana,6874
5908,Leitchfield,6873
5909,Plaquemine,6871
5910,Pollock Pines,6871
5911,Viola,6868
5912,Jackson,6859
5913,Ambridge,6859
5914,Mechanicstown,6858
5915,Ephraim,6857
5916,Laurel Hill,6855
5917,Cottage Grove,6854
5918,Mira Monte,6854
5919,Schriever,6853
5920,North Syracuse,6853
5921,Pratt,6849
5922,Bargersville,6846
5923,Carthage,6844
5924,Santa Clara,6841
5925,Walden,6839
5926,Huron,6836
5927,Orchard Mesa,6836
5928,Newport,6834
5929,Atlantic,6833
5930,Nevada,6831
5931,Tamaqua,6829
5932,Sidney,6828
5933,Middleton,6828
5934,Roeland Park,6827
5935,Sequim,6826
5936,Warwick,6823
5937,Allendale,6822
5938,Hewlett,6819
5939,North Amherst,6819
5940,Winthrop Harbor,6818
5941,Barrington,6817
5942,Carmel Hamlet,6817
5943,Buena Vista,6816
5944,Wickenburg,6806
5945,Tuttle,6805
5946,Stevensville,6803
5947,Darnestown,6802
5948,Lockwood,6797
5949,Kirtland,6793
5950,Whitemarsh Island,6792
5951,Hornsby Bend,6791
5952,Myers Corner,6790
5953,Palmer,6788
5954,Groesbeck,6788
5955,Lake City,6788
5956,Nappanee,6787
5957,Stickney,6786
5958,Martins Ferry,6786
5959,Atkinson,6782
5960,Landen,6782
5961,Stanwood,6779
5962,Crescent City,6774
5963,Gibsonville,6773
5964,Hamilton,6772
5965,Cos Cob,6770
5966,Fairview,6769
5967,Taylor Mill,6769
5968,Clackamas,6767
5969,East Porterville,6767
5970,Ogden,6766
5971,Bayville,6764
5972,West Point,6763
5973,Nitro,6763
5974,Commerce,6762
5975,Belle Harbor,6758
5976,Fox Point,6755
5977,Bowleys Quarters,6755
5978,Grove,6751
5979,West Bridgewater,6750
5980,Mount Olympus,6748
5981,Souderton,6747
5982,Taneytown,6746
5983,Brook Highland,6746
5984,Greenbrier,6745
5985,Manorhaven,6744
5986,Kimberly,6744
5987,Maple Glen,6742
5988,Morrilton,6738
5989,Loomis,6733
5990,Willow Oak,6732
5991,Aquia Harbour,6727
5992,Brandywine,6719
5993,Church Hill,6719
5994,Anadarko,6717
5995,Marion,6714
5996,Watford City,6708
5997,Oyster Bay,6707
5998,De Queen,6707
5999,Parkville,6706
6000,Wedgefield,6705
6001,Whitinsville,6704
6002,Farmington,6701
6003,Millersville,6700
6004,Big Park,6695
6005,Lower Allen,6694
6006,Thomson,6689
6007,Belle Isle,6689
6008,Silsbee,6688
6009,Sturgis,6688
6010,Fircrest,6687
6011,West View,6685
6012,Clifton Heights,6684
6013,Flowery Branch,6683
6014,Cedarhurst,6682
6015,Ettrick,6682
6016,Belfast,6682
6017,Seneca Falls,6681
6018,Clairton,6681
6019,Air Force Academy,6680
6020,North Bend,6679
6021,Eagle,6678
6022,Dillon,6677
6023,Saint Gabriel,6677
6024,Scottsburg,6674
6025,Garden Home-Whitford,6674
6026,South Hill,6673
6027,Oak Ridge,6671
6028,Carbondale,6670
6029,Trinity,6669
6030,Torrington,6669
6031,Valley City,6669
6032,Welcome,6668
6033,Normandy Park,6668
6034,Greenville,6666
6035,East Rochester,6666
6036,Noble,6666
6037,East Shoreham,6666
6038,North Riverside,6665
6039,Madras,6662
6040,North Caldwell,6661
6041,Ancient Oaks,6661
6042,Opp,6658
